Province,Year,Zone,Candidate,Number,Party,Score
กรุงเทพมหานคร,2554,26,นายสุรศักดิ์  กิติรัตนสุกล,21,ชาติไทยพัฒนา,134
กรุงเทพมหานคร,2554,26,นายศิวาวิทย์  สำเร็จผล,34,ความหวังใหม่,173
กรุงเทพมหานคร,2554,26,นางปัญญินท์  หอจันทึก,36,พลังคนกีฬา,41
กรุงเทพมหานคร,2554,27,นายพิพัฒน์ชัย  ไพบูลย์,1,เพื่อไทย,33475
กรุงเทพมหานคร,2554,27,นายกำชัย  สังข์ประไพ,2,ชาติพัฒนาเพื่อแผ่นดิน,195
กรุงเทพมหานคร,2554,27,นายสากล  ม่วงศิริ,10,ประชาธิปัตย์,38137
กรุงเทพมหานคร,2554,27,นายณัฐวัฒน์  พัชรพรนุกูล,12,รักษ์สันติ,1491
กรุงเทพมหานคร,2554,27,นายประพันธ์  หารไชย,14,กิจสังคม,119
กรุงเทพมหานคร,2554,27,นายผาเพียร  อุดมยิ่งเจริญ,18,เพื่อฟ้าดิน,25
กรุงเทพมหานคร,2554,27,นางสาวณัฏชนกานต์  อัศวจิตตานนท์,36,พลังคนกีฬา,14
กรุงเทพมหานคร,2554,27,นางสาวพัชรธร  วงค์จันทร์,39,เพื่อนเกษตรไทย,23
กรุงเทพมหานคร,2554,28,นายวัน  อยู่บำรุง,1,เพื่อไทย,40465
กรุงเทพมหานคร,2554,28,นายยุทธนา  โตอาจ,2,ชาติพัฒนาเพื่อแผ่นดิน,306
กรุงเทพมหานคร,2554,28,พันตำรวจเอกสามารถ  ม่วงศิริ,10,ประชาธิปัตย์,41601
กรุงเทพมหานคร,2554,28,นายสมบูรณ์  บุญญาภิรมย์,12,รักษ์สันติ,2141
กรุงเทพมหานคร,2554,28,นางสาวดวงพร  ภัทรเปรมเจริญ,14,กิจสังคม,140
กรุงเทพมหานคร,2554,28,นายใจเด็ด  ชาวหินฟ้า,18,เพื่อฟ้าดิน,16
กรุงเทพมหานคร,2554,28,นางสาวกันต์ภวัต  พันธุ์ชัชวาลกิจ,36,พลังคนกีฬา,27
กรุงเทพมหานคร,2554,29,นายแสวง  ฤกษ์จรัล,1,เพื่อไทย,34457
กรุงเทพมหานคร,2554,29,นางสาวบุณณดา  สุปิยพันธุ์,2,ชาติพัฒนาเพื่อแผ่นดิน,683
กรุงเทพมหานคร,2554,29,นายเอกนัฏ  พร้อมพันธุ์,10,ประชาธิปัตย์,37932
กรุงเทพมหานคร,2554,29,นายอนิรุทธ  คัมภ์ทวี,12,รักษ์สันติ,1844
กรุงเทพมหานคร,2554,29,นายเกษมสุข  สุขสละ,14,กิจสังคม,191
กรุงเทพมหานคร,2554,29,นายสาธิต  ไทยทัตกุล,18,เพื่อฟ้าดิน,51
กรุงเทพมหานคร,2554,30,ร้อยโทหญิงสุณิสา  เลิศภควัต,1,เพื่อไทย,43420
กรุงเทพมหานคร,2554,30,นายวรชาย  สูตรสุคนธ์,2,ชาติพัฒนาเพื่อแผ่นดิน,227
กรุงเทพมหานคร,2554,30,นางอรอนงค์  คล้ายนก,10,ประชาธิปัตย์,48362
กรุงเทพมหานคร,2554,30,นายพรเทพ  จันทรนิภ,12,รักษ์สันติ,2106
กรุงเทพมหานคร,2554,30,นายพรเทพ  สุรเลิศศกุล,14,กิจสังคม,160
กรุงเทพมหานคร,2554,30,นายธนกฤต  พรรษาสกุล,18,เพื่อฟ้าดิน,19
กรุงเทพมหานคร,2554,30,นางอนุณี  ซื่อภักดี,21,ชาติไทยพัฒนา,89
กรุงเทพมหานคร,2554,30,พลตรีเจริญ  สุดโสภา,33,ประชาสันติ,114
กรุงเทพมหานคร,2554,30,ว่าที่ ร้อยตรีเฟื่องฤทธิ์  อัศวจิตตานนท์,36,พลังคนกีฬา,18
กรุงเทพมหานคร,2554,30,นายโกศล  หกสุวรรณ,39,เพื่อนเกษตรไทย,84
กรุงเทพมหานคร,2554,31,นายมานะ  คงวุฒิปัญญา,1,เพื่อไทย,46693
กรุงเทพมหานคร,2554,31,นายวิลาศ  จันทร์พิทักษ์,10,ประชาธิปัตย์,50192
กรุงเทพมหานคร,2554,31,นายสุรพล  เมฆะอำนวยชัย,12,รักษ์สันติ,2471
กรุงเทพมหานคร,2554,31,นายบัณฑิต  อ่อนอำไพ,14,กิจสังคม,154
กรุงเทพมหานคร,2554,31,นางสาวน้อมขวัญ  ปัฐยาวัต,18,เพื่อฟ้าดิน,84
กรุงเทพมหานคร,2554,31,นายสุรพัศ  ตั้งเขาทอง,36,พลังคนกีฬา,36
กรุงเทพมหานคร,2554,31,นายภูวรุตม์  สุขกมล,39,เพื่อนเกษตรไทย,33
กรุงเทพมหานคร,2554,32,นายปิติพงศ์  เต็มเจริญ,1,เพื่อไทย,40942
กรุงเทพมหานคร,2554,32,นางสาวสมนา  ติยะปัญจนิตย์,2,ชาติพัฒนาเพื่อแผ่นดิน,172
